chr1	start1	end1	chr2	start2	end2	CD19_rep1_RawCC	CD19_rep2_RawCC	HA_rep1_RawCC	HA_rep2_RawCC	logFC	PValue	FDR
chr1	55420000	55430000	chr1	55450000	55460000	0	0	68	71	8.9559367940727	1.70234973822848e-16	7.40868863362557e-12
chr1	55430000	55440000	chr1	55450000	55460000	0	0	68	0	7.96109911015152	2.350834565032e-10	1.89727336675381e-06
chr1	55630000	55640000	chr1	55660000	55670000	0	0	43	44	8.28200571609499	2.25409073732209e-12	3.23153287437638e-08
chr1	55640000	55650000	chr1	55660000	55670000	0	0	56	54	8.62048723029721	1.32135739510448e-13	2.99847872372268e-09
chr1	58980000	58990000	chr1	59000000	59010000	0	0	49	41	8.33416434979564	1.14688139950506e-12	1.86768800801585e-08
chr1	59600000	59610000	chr1	59940000	59950000	19	7	65	64	1.97294183638998	3.09722172567402e-05	0.0419623770215461
chr1	59760000	59770000	chr1	59890000	59900000	31	28	141	131	1.84497237254381	2.07258746694802e-06	0.00473523188133929
chr1	59770000	59780000	chr1	59890000	59900000	31	0	65	82	1.94499069779789	1.15955236902922e-05	0.0195597462457347
chr1	59790000	59800000	chr1	59820000	59830000	53	48	159	240	1.61383273513086	7.16789427609123e-06	0.0131029510971929
chr1	59790000	59800000	chr1	59890000	59900000	44	31	160	160	1.74406910953769	2.80858413049119e-06	0.00607899982126231
chr1	59800000	59810000	chr1	59820000	59830000	38	33	151	165	1.79339645458037	1.68473160718554e-06	0.00392052305841999
chr1	59800000	59810000	chr1	59890000	59900000	20	20	107	101	2.01290039071691	2.09917772030785e-06	0.00479217489107052
chr1	59800000	59810000	chr1	59900000	59910000	20	6	59	73	2.00714027316947	2.33990406675102e-05	0.033681114770448
chr1	59810000	59820000	chr1	59840000	59850000	20	0	47	61	2.11764765826395	2.43483573009676e-05	0.0347926563071143
chr1	59810000	59820000	chr1	59860000	59870000	7	0	38	33	2.9851999605019	1.13900423709728e-05	0.0192300544497687
chr1	59810000	59820000	chr1	59890000	59900000	12	0	77	114	3.64249724426501	5.31219570958033e-13	9.80511493037171e-09
chr1	59810000	59820000	chr1	59900000	59910000	13	0	69	67	3.05222735775739	4.82345359915699e-09	2.70890887363124e-05
chr1	59810000	59820000	chr1	59920000	59930000	12	0	44	43	2.52661376481775	1.4279238569553e-05	0.0228099737349831
chr1	59820000	59830000	chr1	59850000	59860000	32	29	101	144	1.63830874831166	2.78584303970632e-05	0.0383398326871051
chr1	59820000	59830000	chr1	59870000	59880000	16	9	62	69	2.03677355463783	1.83055906760348e-05	0.0273915950695196
chr1	59820000	59830000	chr1	59890000	59900000	15	22	132	144	2.51681300872152	1.12682505769508e-09	7.50899729235103e-06
chr1	59820000	59830000	chr1	59900000	59910000	17	11	100	84	2.36464295632532	1.33036872007644e-07	0.000473651503677031
chr1	59820000	59830000	chr1	59930000	59940000	17	18	92	90	2.00963544549922	4.47077058616752e-06	0.00876781121346319
chr1	59820000	59830000	chr1	59940000	59950000	60	35	183	238	1.80393688535762	5.02112793421089e-07	0.00145996557098657
chr1	59830000	59840000	chr1	59890000	59900000	13	0	55	60	2.8109631021533	1.88010873387835e-07	0.000635592008968561
chr1	59840000	59850000	chr1	59860000	59870000	23	0	60	53	1.9930506888929	3.7183197188076e-05	0.0478872425711892
chr1	59840000	59850000	chr1	59890000	59900000	17	0	90	113	3.24702324022961	5.61356561795945e-12	6.92345607012517e-08
chr1	59840000	59850000	chr1	59900000	59910000	14	0	52	57	2.63131240373093	9.43204932126544e-07	0.00245919549464787
chr1	59840000	59850000	chr1	59920000	59930000	5	0	36	45	3.62792392449082	2.31189366620098e-07	0.000755302527758751
chr1	59850000	59860000	chr1	59890000	59900000	43	33	156	167	1.73323070922469	3.57871415753113e-06	0.00740356307561472
chr1	59850000	59860000	chr1	59900000	59910000	28	16	104	105	1.90320757739017	4.87365074249204e-06	0.00951711575702217
chr1	59860000	59870000	chr1	59890000	59900000	30	0	98	121	2.56167654252972	2.77975295828645e-09	1.6629912350243e-05
chr1	59870000	59880000	chr1	59890000	59900000	42	0	137	181	2.62325285934493	2.77597613614021e-11	2.89134900823665e-07
chr1	59890000	59900000	chr1	59910000	59920000	53	0	162	191	2.44912942070388	1.1428106987731e-10	1.00665201673808e-06
chr1	59890000	59900000	chr1	59920000	59930000	45	0	185	245	2.96009221365434	1.52533980681447e-14	4.24064902476917e-10
chr1	59890000	59900000	chr1	59930000	59940000	44	0	174	212	2.83803964464066	2.68389664187808e-13	5.62142849845485e-09
chr1	59890000	59900000	chr1	59940000	59950000	89	85	397	448	1.9141792762358	7.22995781337354e-09	3.84023802508011e-05
chr1	59890000	59900000	chr1	59950000	59960000	15	0	106	84	3.33515308847192	6.68949368627983e-12	8.17778719291631e-08
chr1	59890000	59900000	chr1	59960000	59970000	10	0	55	33	2.80385291710953	2.7488924692141e-06	0.00596487439974787
chr1	59890000	59900000	chr1	60060000	60070000	4	0	23	39	3.54502886189333	2.2884778507877e-06	0.00504052866683695
chr1	59900000	59910000	chr1	59920000	59930000	0	0	210	210	10.5501629273196	3.35163898656965e-34	3.74790885001676e-28
chr1	59900000	59910000	chr1	59930000	59940000	0	0	0	171	9.21883048971145	6.34029698847382e-19	4.46218795924787e-14
chr1	59900000	59910000	chr1	59940000	59950000	99	63	350	428	1.91933714681156	8.81232792534239e-09	4.55686665580061e-05
chr1	59900000	59910000	chr1	59950000	59960000	0	0	55	68	8.77695373466704	7.27850133289215e-15	2.2197410935406e-10
chr1	59920000	59930000	chr1	59950000	59960000	0	0	46	52	8.45155785826658	2.52847233283416e-12	3.58784074413694e-08
chr1	59950000	59960000	chr1	59970000	59980000	0	0	37	37	8.04970712150161	8.3477762774041e-11	7.68291998324448e-07
chr1	61760000	61770000	chr1	61780000	61790000	0	0	55	60	8.68232926819676	4.48630850043202e-14	1.12735555766718e-09
chr1	61760000	61770000	chr1	61790000	61800000	0	0	41	50	8.34368469790248	8.92950733741438e-13	1.50594588775638e-08
chr1	62890000	62900000	chr1	62910000	62920000	0	0	12	30	7.22285997175878	1.05998017487576e-06	0.00269966609597989
chr1	65310000	65320000	chr1	65330000	65340000	0	0	44	33	8.11161390026389	3.33055925083751e-11	3.41508215975191e-07
chr1	66800000	66810000	chr1	67630000	67640000	9	6	42	72	2.5515336279806	1.4097650543527e-06	0.00343472622091271
chr1	66810000	66820000	chr1	66830000	66840000	131	73	303	359	1.3631892874101	3.30424124047854e-05	0.0445363306722221
chr1	66810000	66820000	chr1	67630000	67640000	4	3	34	44	3.08281525157663	2.70496827889248e-06	0.00588002174654735
chr1	66840000	66850000	chr1	66860000	66870000	75	0	140	175	1.7963468401993	1.03785951518902e-06	0.00265688239705691
chr1	67390000	67400000	chr1	67630000	67640000	37	14	97	124	1.78320730316651	1.08075515890521e-05	0.0183257854065298
chr1	67400000	67410000	chr1	67630000	67640000	14	6	49	70	2.21900746616242	1.30090167742095e-05	0.0209453026568124
chr1	67440000	67450000	chr1	67630000	67640000	29	13	94	113	1.96119417812325	2.57340675985399e-06	0.0056161735597409
chr1	67440000	67450000	chr1	67650000	67660000	19	0	51	51	2.11223894403061	3.68773325863785e-05	0.0477843834873339
chr1	67450000	67460000	chr1	67630000	67640000	11	16	70	78	2.07174805807455	1.02768315311124e-05	0.0175694408731125
chr1	67450000	67460000	chr1	67650000	67660000	10	0	41	40	2.67802219927166	1.20380325912333e-05	0.0198085968218306
chr1	67460000	67470000	chr1	67610000	67620000	0	0	38	28	7.89031814065532	7.5323998247065e-10	5.35547241892132e-06
chr1	67470000	67480000	chr1	67610000	67620000	0	0	19	34	7.56104816464211	3.62567234695483e-08	0.000153476654813472
chr1	67490000	67500000	chr1	67630000	67640000	14	12	72	79	2.17230622823644	3.25828268220773e-06	0.00676813908519435
chr1	67600000	67610000	chr1	67630000	67640000	88	52	261	294	1.64775906926251	1.45932670314536e-06	0.00353260083781711
chr1	67600000	67610000	chr1	67780000	67790000	0	15	58	73	2.69847229514683	2.89140882512573e-07	0.000904058537811743
chr1	67610000	67620000	chr1	67630000	67640000	148	108	535	616	1.81889442802334	1.12157670014257e-08	5.58655938839611e-05
chr1	67610000	67620000	chr1	67650000	67660000	98	0	280	264	2.21082707790162	2.95379675723162e-10	2.33154993235321e-06
chr1	67610000	67620000	chr1	67700000	67710000	0	0	42	60	8.50514984351555	9.02219946577098e-13	1.51333637184123e-08
chr1	67610000	67620000	chr1	67750000	67760000	0	0	45	40	8.25093487184984	3.96530298222646e-12	5.19793503925505e-08
chr1	67610000	67620000	chr1	67760000	67770000	27	0	83	101	2.46023139830116	2.5166593382824e-08	0.000114050989514884
chr1	67610000	67620000	chr1	67780000	67790000	0	19	78	98	2.78197789909143	1.57178892497947e-08	7.51746101606371e-05
chr1	67610000	67620000	chr1	67820000	67830000	0	0	25	30	7.62049619358607	1.88757391134356e-08	8.78561881722465e-05
chr1	67610000	67620000	chr1	67880000	67890000	0	0	18	31	7.44908217711918	1.03975306405116e-07	0.000375699244793872
chr1	67620000	67630000	chr1	67760000	67770000	36	24	113	129	1.66177022449735	2.2028254655432e-05	0.0321400786131584
chr1	67620000	67630000	chr1	67770000	67780000	55	46	192	229	1.69974153018535	1.85074015004219e-06	0.00427943275622635
chr1	67620000	67630000	chr1	67780000	67790000	32	16	91	135	1.88938728973297	3.10385607450435e-06	0.00657660799492252
chr1	67630000	67640000	chr1	67650000	67660000	280	178	929	1187	1.86570202054277	1.02397254244945e-09	7.00567417054884e-06
chr1	67630000	67640000	chr1	67660000	67670000	176	93	517	631	1.76173521219062	2.58980912998844e-08	0.000115748825300084
chr1	67630000	67640000	chr1	67670000	67680000	127	90	386	450	1.59729163122626	8.37734307893146e-07	0.00220045133291212
chr1	67630000	67640000	chr1	67700000	67710000	51	19	155	177	1.91999545376898	2.50137944320242e-07	0.000812723013192633
chr1	67630000	67640000	chr1	67720000	67730000	34	12	94	156	2.1049133138886	1.71474719189119e-07	0.000584499965883293
chr1	67630000	67640000	chr1	67730000	67740000	68	39	285	246	1.97665129770061	1.7547816584305e-08	8.32246548863596e-05
chr1	67630000	67640000	chr1	67740000	67750000	41	31	139	144	1.62170798529422	1.74691905520149e-05	0.0267282001591235
chr1	67630000	67640000	chr1	67750000	67760000	39	37	146	203	1.82990249448156	7.64764118383227e-07	0.00204902232603823
chr1	67630000	67640000	chr1	67760000	67770000	65	34	238	295	2.09074329298459	3.43228665802339e-09	2.01916262871333e-05
chr1	67630000	67640000	chr1	67770000	67780000	128	70	472	532	2.00857070679244	7.4160315748398e-10	5.28580539177561e-06
chr1	67630000	67640000	chr1	67780000	67790000	64	34	279	333	2.30449290369299	6.2070665485594e-11	5.89742226531588e-07
chr1	67630000	67640000	chr1	67790000	67800000	68	21	241	277	2.22498471041831	4.01954366093147e-10	3.06520394505213e-06
chr1	67630000	67640000	chr1	67800000	67810000	49	41	198	199	1.78441444408648	8.46562758246632e-07	0.00222320557292154
chr1	67630000	67640000	chr1	67810000	67820000	24	19	97	105	1.87338773823297	6.95979768096647e-06	0.0127782532963695
chr1	67630000	67640000	chr1	67820000	67830000	24	13	69	102	1.85722633848907	2.15558043615166e-05	0.0315180483082955
chr1	67630000	67640000	chr1	67900000	67910000	14	8	53	65	2.06642180352555	2.95765963005069e-05	0.0402939360626738
chr1	67640000	67650000	chr1	67660000	67670000	34	41	0	0	-8.44257501851095	3.46341383747137e-13	7.05588891710285e-09
chr1	67650000	67660000	chr1	67700000	67710000	34	0	120	144	2.6544328748716	1.33904120272027e-10	1.16174348988612e-06
chr1	67650000	67660000	chr1	67750000	67760000	27	0	89	106	2.54370123597298	1.06359897916837e-08	5.32544802600183e-05
chr1	67650000	67660000	chr1	67760000	67770000	50	0	149	186	2.45460743702148	1.58437219587457e-10	1.33656801767966e-06
chr1	67650000	67660000	chr1	67770000	67780000	82	53	279	327	1.82123208199272	9.97505771731202e-08	0.000368849701285666
chr1	67650000	67660000	chr1	67780000	67790000	45	21	160	195	2.09064180324062	2.71818793457434e-08	0.000120286135734992
chr1	67650000	67660000	chr1	67790000	67800000	47	28	136	170	1.68302510168148	6.31706496182491e-06	0.0116850578920788
chr1	67650000	67660000	chr1	67810000	67820000	25	0	71	53	2.01170811952494	1.74062027653944e-05	0.0266399276368725
chr1	67700000	67710000	chr1	67720000	67730000	0	0	115	133	9.7880322276692	8.34408769485541e-25	1.77726154092019e-19
chr1	67700000	67710000	chr1	67750000	67760000	0	0	113	105	9.60628120400991	8.85459127309754e-23	1.29149795960452e-17
chr1	67700000	67710000	chr1	67760000	67770000	65	0	160	194	2.16598844839949	6.06141303176997e-09	3.28279703871065e-05
chr1	67700000	67710000	chr1	67780000	67790000	0	40	153	209	2.73281179174088	1.32766364562174e-11	1.50216073984791e-07
chr1	67700000	67710000	chr1	67820000	67830000	0	0	47	61	8.5889852381824	2.27513826193492e-13	4.83828523082205e-09
chr1	67700000	67710000	chr1	67860000	67870000	0	0	32	31	7.81899842472566	1.94582102523286e-09	1.22546359153509e-05
chr1	67740000	67750000	chr1	67760000	67770000	117	0	238	270	1.85863716324384	6.74560436846853e-08	0.000263644022293742
chr1	67750000	67760000	chr1	67780000	67790000	0	58	209	284	2.63173652603943	4.6817809659707e-12	5.95022999787637e-08
chr1	67750000	67760000	chr1	67820000	67830000	0	0	46	56	8.50784465599034	8.89558844513728e-13	1.50527042012408e-08
chr1	67760000	67770000	chr1	67810000	67820000	52	0	99	133	1.87121437843116	1.8541562160033e-06	0.00428506475943178
chr1	67780000	67790000	chr1	67820000	67830000	0	33	116	136	2.49433534620164	5.78600229445158e-09	3.14082086847658e-05
chr1	67820000	67830000	chr1	67860000	67870000	0	0	43	0	7.30225703982336	4.18263177806042e-07	0.00123245093655691
chr1	67830000	67840000	chr1	67850000	67860000	0	0	0	35	6.94358424690483	8.9193360342632e-06	0.0155101435839979
chr1	67850000	67860000	chr1	67870000	67880000	0	0	0	44	7.27084128885604	5.73135076396549e-07	0.00160057721133163
chr1	69240000	69250000	chr1	69260000	69270000	42	44	0	0	-8.6318779473126	1.19788563912799e-14	3.41036008273365e-10
chr1	77890000	77900000	chr1	77920000	77930000	36	15	0	0	-7.83229447854176	3.31246796707539e-09	1.95352822621881e-05
chr1	79080000	79090000	chr1	79110000	79120000	99	80	271	348	1.43162772937838	1.72833303283956e-05	0.0265325714842774
chr1	79080000	79090000	chr1	79120000	79130000	62	36	164	185	1.4920179839746	3.5166703138969e-05	0.0468176846971433
chr1	83950000	83960000	chr1	83980000	83990000	0	0	48	40	8.30190625105893	1.66056644172657e-12	2.50274531152134e-08
chr1	83950000	83960000	chr1	83990000	84000000	0	0	23	34	7.66840571568837	1.02221781911482e-08	5.14384351004307e-05
chr1	85400000	85410000	chr1	85440000	85450000	0	0	17	31	7.41865838694837	1.44237966947413e-07	0.000496111811205042
chr1	85420000	85430000	chr1	85440000	85450000	0	0	73	76	9.05602207237249	1.88996008767876e-17	9.81714527432595e-13
chr1	85420000	85430000	chr1	85460000	85470000	37	28	140	145	1.77877911094962	3.01848826672584e-06	0.00648520520634712
chr1	85430000	85440000	chr1	85450000	85460000	71	0	282	315	2.79492974196561	1.11375771319633e-14	3.19116079573338e-10
chr1	85430000	85440000	chr1	85460000	85470000	103	93	312	380	1.45612058437645	9.79774688226171e-06	0.0168815883293215
chr1	85440000	85450000	chr1	85460000	85470000	69	66	272	362	1.86259631291096	5.09877165000907e-08	0.000206268601271356
chr1	89580000	89590000	chr1	89630000	89640000	0	0	27	32	7.72147499457355	5.44908403828957e-09	2.97639321212969e-05
chr1	89990000	90000000	chr1	90010000	90020000	40	0	98	98	2.00339036609389	1.51291459125892e-06	0.00364718870451405
chr1	89990000	90000000	chr1	90050000	90060000	13	0	60	53	2.78951395424176	2.33457050835103e-07	0.000762587342893152
chr1	90000000	90010000	chr1	90020000	90030000	22	0	51	88	2.33970024758478	7.6541287062379e-07	0.00205049050111182
chr1	90000000	90010000	chr1	90050000	90060000	27	0	85	116	2.58465517521655	5.43932784818433e-09	2.97639321212969e-05
chr1	90000000	90010000	chr1	90240000	90250000	6	0	45	37	3.40298516532988	4.5936736857141e-07	0.0013463741517376
chr1	90010000	90020000	chr1	90040000	90050000	34	0	77	85	1.95684741050776	7.74121456806494e-06	0.0139883726395985
chr1	90010000	90020000	chr1	90050000	90060000	39	0	148	139	2.5863225707152	1.12107056626386e-10	9.96691649282471e-07
chr1	90010000	90020000	chr1	90240000	90250000	8	0	36	39	2.87554024463295	9.66542395514394e-06	0.0166642936734943
chr1	90020000	90030000	chr1	90050000	90060000	25	0	44	77	1.96254902592432	3.12904798859774e-05	0.0423280418378665
chr1	90030000	90040000	chr1	90050000	90060000	41	0	111	155	2.4000285499825	2.24577725384305e-09	1.3815215876371e-05
chr1	90240000	90250000	chr1	90260000	90270000	41	0	116	109	2.16748511084477	1.09781978942987e-07	0.000395969955219222
chr1	90240000	90250000	chr1	90450000	90460000	22	0	65	53	2.1182940921234	1.27452093849174e-05	0.0206029587748635
chr1	91980000	91990000	chr1	92000000	92010000	78	0	0	0	-8.37300298337707	1.39181048620599e-12	2.18607866360802e-08
chr1	92030000	92040000	chr1	92050000	92060000	0	49	0	0	-7.92461031368833	9.73696485277613e-10	6.69469799626654e-06
chr1	92770000	92780000	chr1	92930000	92940000	0	0	41	41	8.19728147320855	9.59709155709493e-12	1.13098296467665e-07
chr1	92770000	92780000	chr1	92990000	93000000	0	0	34	49	8.20860662149992	7.39148305127731e-12	8.86897331792718e-08
chr1	92770000	92780000	chr1	93060000	93070000	0	0	43	0	7.30225703982336	4.18263177806042e-07	0.00123245093655691
chr1	92790000	92800000	chr1	92810000	92820000	0	0	29	32	7.77051536043429	3.6668050898822e-09	2.13250725819169e-05
chr1	92810000	92820000	chr1	92930000	92940000	0	0	10	32	7.21977405173744	1.06863830644067e-06	0.00272051267951051
chr1	92900000	92910000	chr1	92930000	92940000	0	0	44	46	8.33039831603466	1.17037975079898e-12	1.88159765084981e-08
chr1	92930000	92940000	chr1	92990000	93000000	0	0	42	61	8.51890719011286	8.41718880573056e-13	1.45991044553073e-08
chr1	92930000	92940000	chr1	93060000	93070000	0	0	44	48	8.36128750629882	6.65562730502545e-13	1.19772550605448e-08
chr1	92940000	92950000	chr1	93030000	93040000	63	39	186	224	1.66237114820071	3.28627058490044e-06	0.00682416310728107
chr1	92990000	93000000	chr1	93010000	93020000	0	0	100	93	9.43075047248391	5.88923494845805e-21	6.04793480676045e-16
chr1	92990000	93000000	chr1	93030000	93040000	59	0	163	152	2.13923192851913	1.21968926806621e-08	6.04980604603553e-05
chr1	92990000	93000000	chr1	93040000	93050000	94	52	225	275	1.4389367377387	2.58127059218261e-05	0.0358727195052662
chr1	92990000	93000000	chr1	93060000	93070000	0	0	61	65	8.81421846087486	3.39878438133461e-15	1.11691934401384e-10
chr1	93010000	93020000	chr1	93060000	93070000	0	0	32	0	6.87848529560596	1.69649534866507e-05	0.0260676718822397
chr1	93030000	93040000	chr1	93050000	93060000	86	55	223	257	1.42361881405045	3.25845071101964e-05	0.0439529887736391
chr1	93320000	93330000	chr1	93430000	93440000	44	36	0	0	-8.5138669868183	1.06906877460188e-13	2.45223909252174e-09
chr1	93430000	93440000	chr1	93460000	93470000	97	75	0	0	-9.61268078168613	6.17934577920001e-24	1.10559042073351e-18
chr1	93490000	93500000	chr1	93510000	93520000	25	37	0	0	-8.17941363175941	2.88175539559286e-11	2.99609826967512e-07
chr1	98840000	98850000	chr1	98860000	98870000	0	0	19	35	7.58742662563763	2.64488751471249e-08	0.00011732616094107
chr1	98860000	98870000	chr1	98880000	98890000	0	0	41	28	7.9554245539181	2.98226417044301e-10	2.3507938205438e-06
chr1	100510000	100520000	chr1	100530000	100540000	0	0	43	32	8.07390192173351	6.04564382466013e-11	5.79879660053416e-07
chr1	101670000	101680000	chr1	101690000	101700000	0	59	155	151	1.92340216835721	7.32786119536891e-07	0.00198715305997694
chr1	101670000	101680000	chr1	101750000	101760000	31	0	73	73	1.93923024175323	1.16790765747624e-05	0.0196057185171679
chr1	101780000	101790000	chr1	101810000	101820000	0	45	0	0	-7.80160371375276	4.73216206252838e-09	2.66023634861393e-05
